year,lat,long,name,energy
1,-13,-14,water,89.0
1,-1,15,water,63.0
1,-19,-8,water,94.0
1,-3,15,water,89.0
1,-5,-17,water,122.0
1,3,17,water,95.0
1,12,9,water,107.0
1,18,1,water,89.0
1,-5,16,water,83.0
1,8,12,water,96.0
1,-18,-3,water,117.0
1,9,-15,water,62.0
1,-8,-14,water,105.0
1,14,7,water,72.0
1,-3,16,water,134.0
1,17,-1,water,75.0
1,4,-15,water,112.0
1,1,19,water,73.0
1,9,12,water,77.0
1,15,-3,water,75.0
1,-13,7,water,79.0
1,11,7,water,84.0
1,-13,8,water,39.0
1,2,18,water,98.0
1,-8,-13,water,103.0
1,16,2,water,68.0
1,-16,-5,water,123.0
1,-15,-9,water,89.0
1,-3,-13,water,77.0
1,13,5,water,143.0
1,11,-12,water,94.0
1,-14,4,water,71.0
1,-11,-11,water,101.0
1,10,18,water,91.0
1,-11,18,water,74.0
1,9,-13,water,123.0
1,-18,-6,water,81.0
1,15,-6,water,99.0
1,-16,9,water,89.0
1,15,9,water,68.0
1,2,-18,water,50.0
1,-7,13,water,94.0
1,11,13,water,92.0
1,4,14,water,84.0
1,5,-15,water,65.0
1,-17,-2,water,91.0
1,-11,13,water,92.0
1,7,-14,water,104.0
1,8,-13,water,62.0
1,-2,16,water,100.0
1,17,-8,water,76.0
1,-11,-12,water,65.0
1,2,14,water,95.0
1,-19,0,water,38.0
1,10,12,water,100.0
1,20,1,water,86.0
1,6,14,woody,2117.0
1,0,-18,water,71.0
1,-6,17,water,71.0
1,6,16,water,90.0
1,-17,9,water,130.0
1,-6,15,water,88.0
1,8,-12,water,77.0
1,12,-11,water,61.0
1,-13,-11,water,84.0
1,18,-7,water,74.0
1,15,3,water,104.0
1,16,-3,water,79.0
1,-13,-5,water,118.0
1,10,-17,water,70.0
1,-10,-13,water,104.0
1,4,17,water,61.0
1,-12,-16,water,121.0
1,-10,-15,water,103.0
1,3,16,water,96.0
1,-15,10,water,81.0
1,1,-17,water,89.0
1,-17,-8,water,114.0
1,20,-3,water,71.0
1,-1,-20,water,83.0
1,3,-13,water,127.0
1,-3,-16,water,119.0
1,3,-19,water,87.0
1,-8,12,water,62.0
1,-14,7,water,74.0
1,16,6,water,122.0
1,-11,16,water,92.0
1,13,-11,water,110.0
1,0,16,water,57.0
1,-16,2,water,80.0
1,-15,-7,water,113.0
1,-7,-16,water,106.0
1,-9,-16,water,72.0
1,15,-12,water,47.0
1,-16,-10,water,107.0
1,15,-8,water,69.0
1,12,8,water,102.0
1,14,-9,water,107.0
1,1,-18,water,109.0
1,0,-17,water,102.0
1,-15,3,water,75.0
1,16,-6,water,73.0
1,-12,13,water,92.0
1,-18,5,water,68.0
1,-2,19,water,76.0
1,2,16,water,79.0
1,-2,-15,water,124.0
1,-5,-19,water,109.0
1,-6,-15,water,81.0
1,-11,15,water,97.0
1,-17,1,water,50.0
1,-5,-15,water,74.0
1,16,-7,water,100.0
1,6,-13,water,91.0
1,-14,-12,water,89.0
1,-9,13,water,100.0
1,12,-9,water,117.0
1,-19,2,water,78.0
1,0,-19,water,96.0
